year,grape_variety,grape_color,location,soil_type,elevation_m,vine_age_years,vintage_age_years,avg_temperature_C,min_spring_temp_C,growing_season_temp_C,temp_deviation_C,summer_heat_days,spring_frost_days,growing_degree_days,annual_rainfall_mm,winter_rainfall_mm,spring_rainfall_mm,summer_rainfall_mm,autumn_rainfall_mm,harvest_rainfall_mm,rainfall_deviation_mm,humidity_pct,sunshine_hours,soil_moisture_pct,heat_frost_ratio,prev_harvest_doy,prev_yield_kg_ha,gbai_score,ln_quality_index,est_price_eur,harvest_doy,harvest_date,yield_kg_ha,harvest_category,yield_category,climate_risk,vintage_quality
1991,Sauvignon Blanc,White,Dobrovo,Clay-Loam,88,20,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2166,41.5,2.67,261,6100.0,37.8,3.632,24.4,268,1991-09-25,5090,Normal,Medium,Low,Average
1991,Sauvignon Blanc,White,Kozana,Loam,114,25,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,,2181,41.5,2.67,261,6100.0,35.2,3.561,24.0,262,1991-09-19,4510,Normal,Low,Low,Average
1991,Sauvignon Blanc,White,Medana,Marl-Loam,135,30,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2186,41.5,2.67,261,6100.0,37.9,3.635,23.42,265,1991-09-22,4300,Normal,Low,Low,Average
1991,Sauvignon Blanc,White,Vipolže,Clay,97,21,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2156,41.5,2.67,261,6100.0,35.6,3.572,25.15,265,1991-09-22,5600,Normal,Medium,Low,Average
1991,Sauvignon Blanc,White,Šmartno,Marl,155,27,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2191,41.5,2.67,261,6100.0,35.7,3.575,26.13,262,1991-09-19,4570,Normal,Low,Low,Average
1991,Sauvignon Blanc,White,Biljana,Sandy-Loam,121,11,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2176,,2.67,261,6100.0,36.6,3.6,25.02,259,1991-09-16,5740,Normal,Medium,Low,Average
1991,Sauvignon Blanc,White,Neblo,Clay-Loam,109,30,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2171,41.5,2.67,261,6100.0,36.3,3.592,29.38,260,1991-09-17,5080,Normal,Medium,Low,Average
1991,Sauvignon Blanc,White,Cerovo,Marl-Loam,143,21,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2184,41.5,2.67,261,6100.0,37.6,3.627,24.88,267,1991-09-24,5790,Normal,Medium,Low,Average
1991,Merlot,Red,Dobrovo,Clay-Loam,88,26,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2166,41.5,2.67,274,8100.0,39.0,3.664,24.81,278,1991-10-05,5630,Late,Medium,Low,Average
1991,Merlot,Red,Kozana,Loam,114,12,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2181,41.5,2.67,274,8100.0,37.1,3.614,27.23,280,1991-10-07,6580,Late,High,Low,Average
1991,Merlot,Red,Medana,Marl-Loam,135,21,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2186,41.5,2.67,274,8100.0,34.5,3.541,26.64,282,1991-10-09,6540,Late,High,Low,Average
1991,Merlot,Red,Vipolže,Clay,97,4,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2156,41.5,2.67,274,8100.0,35.4,3.567,23.2,280,1991-10-07,6340,Late,High,Low,Average
1991,Merlot,Red,Šmartno,Marl,155,26,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2191,41.5,2.67,274,,37.1,3.614,26.14,277,1991-10-04,6510,Late,High,Low,Average
1991,Merlot,Red,Biljana,Sandy-Loam,121,30,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2176,41.5,2.67,274,8100.0,38.0,3.638,26.37,277,1991-10-04,5050,Late,Medium,Low,Average
1991,Merlot,Red,Neblo,Clay-Loam,109,22,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2171,41.5,2.67,274,8100.0,35.1,3.558,27.05,277,1991-10-04,6490,Late,High,Low,Average
1991,Merlot,Red,Cerovo,Marl-Loam,143,26,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2184,41.5,2.67,274,8100.0,34.0,3.526,26.23,279,1991-10-06,6050,Late,High,Low,Average
1991,Cabernet Sauvignon,Red,Dobrovo,Clay-Loam,88,29,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2166,41.5,2.67,281,7000.0,37.5,3.624,25.73,280,1991-10-07,4960,Late,Medium,Low,Average
1991,Cabernet Sauvignon,Red,Kozana,Loam,114,19,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2181,41.5,2.67,281,7000.0,37.1,3.614,25.15,281,1991-10-08,5670,Late,Medium,Low,Average
1991,Cabernet Sauvignon,Red,Medana,Marl-Loam,135,23,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2186,41.5,2.67,281,7000.0,37.0,3.611,25.86,281,1991-10-08,5670,Late,Medium,Low,Average
1991,Cabernet Sauvignon,Red,Vipolže,Clay,97,16,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,,2156,41.5,2.67,281,7000.0,34.7,3.547,22.99,280,1991-10-07,5070,Late,Medium,Low,Average
1991,Cabernet Sauvignon,Red,Šmartno,Marl,155,16,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2191,41.5,2.67,281,7000.0,37.6,3.627,24.83,288,1991-10-15,4930,Late,Medium,Low,Average
1991,Cabernet Sauvignon,Red,Biljana,Sandy-Loam,121,11,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2176,41.5,2.67,281,7000.0,38.8,3.658,26.57,279,1991-10-06,5490,Late,Medium,Low,Average
1991,Cabernet Sauvignon,Red,Neblo,Clay-Loam,109,25,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2171,41.5,2.67,281,7000.0,38.6,3.653,26.08,279,1991-10-06,5630,Late,Medium,Low,Average
1991,Cabernet Sauvignon,Red,Cerovo,Marl-Loam,143,3,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2184,41.5,2.67,281,7000.0,35.4,3.567,23.24,277,1991-10-04,5650,Late,Medium,Low,Average
1991,Pinot Noir,Red,Dobrovo,Clay-Loam,88,25,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2166,41.5,2.67,264,5900.0,38.9,3.661,27.27,267,1991-09-24,4510,Normal,Low,Low,Average
1991,Pinot Noir,Red,Kozana,Loam,114,8,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2181,41.5,2.67,264,5900.0,38.3,3.645,28.38,272,1991-09-29,4770,Late,Low,Low,Average
1991,Pinot Noir,Red,Medana,Marl-Loam,135,6,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2186,41.5,2.67,264,5900.0,37.9,3.635,27.83,269,1991-09-26,5190,Late,Medium,Low,Average
1991,Pinot Noir,Red,Vipolže,Clay,97,36,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2156,41.5,2.67,264,5900.0,37.6,3.627,29.75,267,1991-09-24,4890,Normal,Medium,Low,Average
1991,Pinot Noir,Red,Šmartno,Marl,155,26,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2191,41.5,2.67,264,5900.0,37.5,3.624,26.4,269,1991-09-26,4450,Late,Low,Low,Average
1991,Pinot Noir,Red,Biljana,Sandy-Loam,121,25,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2176,41.5,2.67,264,5900.0,36.1,3.586,25.84,259,1991-09-16,4320,Normal,Low,Low,Average
1991,Pinot Noir,Red,Neblo,Clay-Loam,109,22,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2171,41.5,2.67,264,5900.0,39.2,3.669,27.77,267,1991-09-24,4610,Normal,Low,Low,Average
1991,Pinot Noir,Red,Cerovo,Marl-Loam,143,20,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2184,41.5,2.67,264,5900.0,35.5,3.57,24.42,269,1991-09-26,4970,Late,Medium,Low,Average
1991,Malvazija,White,Dobrovo,Clay-Loam,88,17,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2166,41.5,2.67,271,7200.0,35.2,3.561,24.03,274,1991-10-01,6180,Late,High,Low,Average
1991,Malvazija,White,Kozana,Loam,114,19,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2181,41.5,2.67,271,7200.0,37.1,3.614,26.01,274,1991-10-01,5620,Late,Medium,Low,Average
1991,Malvazija,White,Medana,Marl-Loam,135,17,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2186,,2.67,271,7200.0,36.2,3.589,26.43,274,1991-10-01,5580,Late,Medium,Low,Average
1991,Malvazija,White,Vipolže,Clay,97,12,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2156,41.5,2.67,271,7200.0,34.0,3.526,23.91,273,1991-09-30,6430,Late,High,Low,Average
1991,Malvazija,White,Šmartno,Marl,155,11,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2191,41.5,2.67,271,7200.0,37.9,3.635,25.82,268,1991-09-25,6330,Normal,High,Low,Average
1991,Malvazija,White,Biljana,Sandy-Loam,121,18,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2176,41.5,2.67,271,7200.0,37.5,3.624,24.31,278,1991-10-05,5290,Late,Medium,Low,Average
1991,Malvazija,White,Neblo,Clay-Loam,109,5,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2171,41.5,2.67,271,7200.0,35.9,3.581,23.55,275,1991-10-02,6120,Late,High,Low,Average
1991,Malvazija,White,Cerovo,Marl-Loam,143,10,34,17.5,5.0,17.5,-0.1,8,3,1372,1166,192,292,341,341,223,106,67.5,2184,41.5,2.67,271,7200.0,36.7,3.603,25.95,274,1991-10-01,5590,Late,Medium,Low,Average
1992,Rebula,White,Dobrovo,Clay-Loam,88,9,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2231,42.1,0.82,272,4640.0,20.0,2.996,18.97,271,1992-09-27,3270,Late,Low,High,Poor
1992,Rebula,White,Kozana,Loam,114,12,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2246,42.1,0.82,271,4830.0,20.0,2.996,19.47,276,1992-10-02,3410,Late,Low,High,Poor
1992,Rebula,White,Medana,Marl-Loam,135,10,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2251,42.1,0.82,271,4500.0,20.0,2.996,19.24,277,1992-10-03,3050,Late,Low,High,Poor
1992,Rebula,White,Vipolže,Clay,97,10,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2221,42.1,0.82,269,5620.0,20.0,2.996,20.98,275,1992-10-01,3510,Late,Low,High,Poor
1992,Rebula,White,Šmartno,Marl,155,38,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2256,42.1,0.82,272,5230.0,20.0,2.996,21.83,280,1992-10-06,2950,Late,Low,High,Poor
1992,Rebula,White,Biljana,Sandy-Loam,121,21,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2241,42.1,0.82,272,4360.0,20.6,3.025,17.75,282,1992-10-08,2820,Late,Low,High,Poor
1992,Rebula,White,Neblo,Clay-Loam,109,17,33,18.6,,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2236,42.1,0.82,267,6040.0,20.0,2.996,18.33,271,1992-09-27,3210,Late,Low,High,Poor
1992,Rebula,White,Cerovo,Marl-Loam,143,27,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2249,42.1,0.82,276,5360.0,20.0,2.996,20.27,273,1992-09-29,2790,Late,Low,High,Poor
1992,Chardonnay,White,Dobrovo,Clay-Loam,88,30,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2231,42.1,0.82,258,5400.0,22.6,3.118,21.3,266,1992-09-22,3210,Normal,Low,High,Poor
1992,Chardonnay,White,Kozana,Loam,114,19,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2246,42.1,0.82,260,5470.0,20.0,2.996,21.86,272,1992-09-28,3560,Late,Low,High,Poor
1992,Chardonnay,White,Medana,Marl-Loam,135,23,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,,2251,42.1,0.82,260,6690.0,20.0,2.996,20.08,267,1992-09-23,3230,Normal,Low,High,Poor
1992,Chardonnay,White,Vipolže,Clay,97,17,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2221,42.1,0.82,263,5560.0,23.9,3.174,21.65,265,1992-09-21,3640,Normal,Low,High,Poor
1992,Chardonnay,White,Šmartno,Marl,155,24,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2256,42.1,0.82,264,5040.0,20.4,3.016,21.04,270,1992-09-26,3560,Late,Low,High,Poor
1992,Chardonnay,White,Biljana,Sandy-Loam,121,18,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2241,42.1,0.82,257,4950.0,21.9,3.086,17.99,270,1992-09-26,3620,Late,Low,High,Poor
1992,Chardonnay,White,Neblo,Clay-Loam,109,16,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2236,42.1,0.82,261,4880.0,25.9,3.254,22.6,274,1992-09-30,3990,Late,Low,High,Poor
1992,Chardonnay,White,Cerovo,Marl-Loam,143,17,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2249,42.1,0.82,261,5860.0,22.6,3.118,18.73,273,1992-09-29,3420,Late,Low,High,Poor
1992,Pinot Grigio,White,Dobrovo,Clay-Loam,88,26,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2231,42.1,0.82,250,5930.0,24.1,3.182,17.81,259,1992-09-15,3590,Normal,Low,High,Poor
1992,Pinot Grigio,White,Kozana,Loam,114,23,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2246,42.1,0.82,260,6110.0,20.0,2.996,17.12,263,1992-09-19,4170,Normal,Low,High,Poor
1992,Pinot Grigio,White,Medana,Marl-Loam,135,41,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2251,42.1,0.82,259,6050.0,20.0,2.996,20.69,265,1992-09-21,3230,Normal,Low,High,Poor
1992,Pinot Grigio,White,Vipolže,Clay,97,16,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2221,42.1,0.82,255,5830.0,20.5,3.02,20.62,263,1992-09-19,3570,Normal,Low,High,Poor
1992,Pinot Grigio,White,Šmartno,Marl,155,30,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2256,42.1,0.82,257,5880.0,20.2,3.006,22.14,269,1992-09-25,3630,Late,Low,High,Poor
1992,Pinot Grigio,White,Biljana,Sandy-Loam,121,8,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2241,,0.82,253,6390.0,20.0,2.996,20.02,263,1992-09-19,3720,Normal,Low,High,Poor
1992,Pinot Grigio,White,Neblo,Clay-Loam,109,17,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2236,42.1,0.82,255,5970.0,20.4,3.016,22.28,266,1992-09-22,3580,Normal,Low,High,Poor
1992,Pinot Grigio,White,Cerovo,Marl-Loam,143,11,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2249,42.1,0.82,257,5920.0,20.0,2.996,18.38,264,1992-09-20,3950,Normal,Low,High,Poor
1992,Sauvignon Blanc,White,Dobrovo,Clay-Loam,88,14,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2231,42.1,0.82,268,5090.0,26.5,3.277,20.15,268,1992-09-24,2870,Normal,Low,High,Poor
1992,Sauvignon Blanc,White,Kozana,Loam,114,17,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2246,42.1,0.82,262,4510.0,20.4,3.016,16.21,276,1992-10-02,2980,Late,Low,High,Poor
1992,Sauvignon Blanc,White,Medana,Marl-Loam,135,26,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2251,42.1,0.82,265,4300.0,20.0,2.996,18.63,272,1992-09-28,2850,Late,Low,High,Poor
1992,Sauvignon Blanc,White,Vipolže,Clay,97,19,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2221,42.1,0.82,265,5600.0,20.0,2.996,16.7,272,1992-09-28,3050,Late,Low,High,Poor
1992,Sauvignon Blanc,White,Šmartno,Marl,155,14,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2256,42.1,0.82,262,4570.0,20.1,3.001,18.91,276,1992-10-02,2590,Late,Low,High,Poor
1992,Sauvignon Blanc,White,Biljana,Sandy-Loam,121,17,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2241,42.1,0.82,259,,20.4,3.016,16.49,273,1992-09-29,3250,Late,Low,High,Poor
1992,Sauvignon Blanc,White,Neblo,Clay-Loam,109,28,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2236,42.1,0.82,260,5080.0,20.0,2.996,22.15,272,1992-09-28,2620,Late,Low,High,Poor
1992,Sauvignon Blanc,White,Cerovo,Marl-Loam,143,11,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2249,42.1,0.82,267,5790.0,22.0,3.091,20.4,275,1992-10-01,3060,Late,Low,High,Poor
1992,Merlot,Red,Dobrovo,Clay-Loam,88,26,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2231,42.1,0.82,278,5630.0,20.0,2.996,18.43,277,1992-10-03,3440,Late,Low,High,Poor
1992,Merlot,Red,Kozana,Loam,114,19,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2246,42.1,0.82,280,6580.0,20.0,2.996,19.81,284,1992-10-10,3960,Late,Low,High,Poor
1992,Merlot,Red,Medana,Marl-Loam,135,14,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2251,42.1,0.82,282,6540.0,20.0,2.996,19.83,281,1992-10-07,4260,Late,Low,High,Poor
1992,Merlot,Red,Vipolže,Clay,97,12,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2221,42.1,0.82,280,6340.0,20.0,2.996,18.29,284,1992-10-10,3650,Late,Low,High,Poor
1992,Merlot,Red,Šmartno,Marl,155,26,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2256,42.1,0.82,277,6510.0,20.0,2.996,18.93,290,1992-10-16,3680,Late,Low,High,Poor
1992,Merlot,Red,Biljana,Sandy-Loam,121,41,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2241,42.1,0.82,277,5050.0,20.6,3.025,17.62,284,1992-10-10,3110,Late,Low,High,Poor
1992,Merlot,Red,Neblo,Clay-Loam,109,18,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2236,42.1,0.82,277,6490.0,21.4,3.063,21.92,280,1992-10-06,3780,Late,Low,High,Poor
1992,Merlot,Red,Cerovo,Marl-Loam,143,11,33,18.6,-0.1,18.6,1.0,9,11,1573,1047,153,283,327,284,223,-13,64.9,2249,42.1,0.82,279,6050.0,20.9,3.04,20.9,279,1992-10-05,4010,Late,Low,High,Poor
